,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
507,N/A,Claude Gray,,In God's Eyes,Family Bible,1980,11,2:52,Track 'B3',Single,False
508,N/A,Claude Gray,,Revive Us Again,Family Bible,1980,11,3:27,Track 'B4',Single,False
509,N/A,Claude Gray,,An Evening Prayer,Family Bible,1980,11,2:23,Track 'B5',Single,False
510,N/A,Claude Gray,,Kneel At The Feet Of Jesus,Family Bible,1980,11,1:40,Track 'B6',Single,False
511,N/A,Stonewall Jackson,"A bluebird a wingin' his lonely way South
Tryin' to escape from the cold and the drought
He's all alone in the cold grey sky
Fly little bluebird fly, fly, fly

North wind a blowing oh so cold
Poor little bird is so brave and so bold
He just keeps a flying for a Southern sky
His only hope is to fly, fly, fly

Well, he's not the only one that's on that trail
This old boy he just broke jail
Always a runnin', always afraid
The good Lord above knows I've paid, paid, paid

Train whistle moaning oh so low
And I don't even know where to go
I'll just keep a following the rising sun
My only hope is to run, run, run

Well, I was like to give up and turn myself in
But they would only bury me under the pen
So I'll keep a running until the day I die
The thought of this it makes me wanna cry, cry, cry

Train whistle moaning oh so low
And I don't even know where to go
I'll just keep a following the rising sun
My only hope is to run, run, run",Run,Mary Don't You Weep,1959,2,,Track 'B',Single,False
512,N/A,Marion Worth,,This Heart Of Mine ,"Are You Willing, Willie",1959,2,,Track 'B',Single,False
513,N/A,Charlie Walker,,I Go Anywhere,Who Will Buy The Wine / I Go Anywhere,1960,2,,Track 'B',Single,False
514,N/A,Skeeter Davis,"Why does the sun go on shining?
Why does the sea rush to shore?
Don't they know it's the end of the world?
'Cause you don't love me anymore

Why do the birds go on singing?
Why do the stars glow above?
Don't they know it's the end of the world?
It ended when I lost your love

I wake up in the morning and I wonder
Why everything's the same as it was
I can't understand, no, I can't understand
How life goes on the way it does

Why does my heart go on beating?
Why do these eyes of mine cry?
Don't they know it's the end of the world?
It ended when you said goodbye

Why does my heart go on beating?
Why do these eyes of mine cry?
Don't they know it's the end of the world?
It ended when you said goodbye",The End Of The World,The Best Of Skeeter Davis,1965,12,2:33,Track 'A1',Single,False
515,N/A,Skeeter Davis,"You say that you're falling
But what can I do?
You want me to help you
But I'm falling too

I know that we're wrong dear
But when I'm with you
I can't help you darlin'
'Cause I'm falling too

You belong to another
Whose arms have grown cold
But, you must keep the vows dear
Although they've grown old

You can never be free dear
Though our love is true
I can't help you darlin'
'Cause I'm falling too

We could never be happy
Living in sin
Our love's a temptation
But we just can't win

You ask me to help you
But what can I do?
I can't help you darlin'
'Cause I'm falling too",(I Can't Help You) I'm Falling Too,The Best Of Skeeter Davis,1965,12,2:40,Track 'A2',Single,False
516,N/A,Skeeter Davis,"I'm saving my love for someone who loves me
For someone who loves me the way I loved you
I'm saving my lips for someone to kiss me
For someone to kiss me the way I kissed you.

Time after time I've waited for your caress
Time after time I've waited in loneliness
I'm saving my dreams for someone to dream of
For someone to dream of like I dreamed of you.

Time after time I've waited for your caress
Time after time I've waited in loneliness
I'm saving my love for someone who loves me
For someone who loves me the way I loved you...",I'm Saving My Love,The Best Of Skeeter Davis,1965,12,1:59,Track 'A3',Single,False
517,N/A,Skeeter Davis,,I Will,The Best Of Skeeter Davis,1965,12,2:34,Track 'A4',Single,False
518,N/A,Skeeter Davis,,Something Precious,The Best Of Skeeter Davis,1965,12,2:09,Track 'A5',Single,False
519,N/A,Skeeter Davis,"Now I lay me down to weep count my tears instead of sheep
Say my prayers turn out the light but I just lay and weep all night
Now I lay me down to cry pray the Lord that I might die
But each morning I awake and listen to my poor heart break
If only I could sleep at night I'd dream that you would hold me tight
But I can't dream and I can't sleep so I just lay me down to weep

Sleep won't come to cryin' eyes and my poor heart just can't realize
That now you're in another's keep so I'll just lay me down to weep
Sleep won't come to cryin' eyes...
I'll just lay me down to weep",Now I Lay Me Down To Weep,The Best Of Skeeter Davis,1965,12,1:55,Track 'A6',Single,False
520,N/A,Skeeter Davis,"Uh huh, hmm hmm
Gonna get along without you now
Uh huh, hmm hmm
Gonna get along without you now

You told me I was the neatest thing
You even asked me to wear your ring
You ran around with every girl in town
You didn't even care if it got me down

Uh huh, hmm hmm
Gonna get along without you now
Mhm mhm, hmm hmm
Gonna get along without you now

Got along without you before I met you
Gonna get along without you now
Gonna find somebody who is twice as cute
'Cause you didn't want me anyhow

You told everybody that we were friends
But this is where our friendship ends
'Cause all of a sudden you even changed your tune
You haven't been around since way last June

Uh huh, hmm hmm
Gonna get along without you now
Got along without you before I met you
Gonna get along without you now

So long my honey, goodbye my dear
Gonna get along without you now

Uh huh, hmm hmm
Gonna get along without you now
Got along without you before I met you
Gonna get along without you now

So long my honey, goodbye my dear
Gonna get along without you now",Gonna Get Along Without You Now,The Best Of Skeeter Davis,1965,12,2:14,Track 'B1',Single,False
521,N/A,Skeeter Davis,"Shall I tell you what he said to you when he kissed you last night
I could tell it sigh for sigh and here's the reason why
He says the same things to me he says the same things to me
Ain't shall I tell you what he said to you as he held you so tight
Let me tell you from the start I know it now by heart
He says the same things to me he says the same things to me
But I know how it must hurt you to find his love isn't real
And if your heart is breaking think how I must feel
And did he tell you there's no other girl that his only love is you
If he did there's no surprise that's just the way he lies
He says the same things to me he says the same things to me",He Says The Same Things To Me,The Best Of Skeeter Davis,1965,12,2:40,Track 'B2',Single,False
522,N/A,Skeeter Davis,"I can't stay mad at you.
You can make me cry
You can break my heart
But I'll never say we're through 
And even when I shout 
I can't stay mad at you
I can't stay mad at you

I got mad at you last night
When you were holding
Another girl tight
But when I thought about all your charms 
I bounced right back into your arms...

I think you'll know for sure
I won't be the one to fall in love with someone new
I'll never say goodbye
I can't stay mad at you",I Can't Stay Mad At You,The Best Of Skeeter Davis,1965,12,2:07,Track 'B3',Single,False
523,N/A,Skeeter Davis,"I've forgotten more than you'll ever know about him

You think you know the smile on his lips
The thrill at the touch of his fingertips
But I've forgotten more than you'll ever know about him
You think you'll find a heaven of bliss 
In each caress each tender kiss
But I've forgotten more than you'll ever know about him 

You stole his love from me one day 
You didn't care how you hurt me
But you can never steal away 
Memories of what used to be

You think he's your's to have and to hold
Someday you'll learn when his love grows cold
That I've forgotten more about him 
Than you'll ever know about him

You think he's yours to have and to hold 
Someday you'll learn when his love grows cold
But I've forgotten more 
Than you'll ever know about him",I Forgot More Than You'll Ever Know,The Best Of Skeeter Davis,1965,12,2:33,Track 'B4',Single,False
524,N/A,Skeeter Davis,"One hour and I'll be meeting you
I know you're gonna make me blue
My heart is trembling through and through
'Cause I know very well, I can tell, I can tell
This will be my last date with you

Just can't believe that this could end
I know, I'll never love again
You'll ask me to be just a friend
It's as plain as can be, I can see, I can see
This will be my last date with you

I know we had a quarrel
But all sweethearts do
I gave my heart to prove to you
That I would always love you and be true

I know you've met somebody new
You'll tell me, you and I are through
My plans and dreams cannot come true
And when you say goodby, I know I will cry
'Cause I know it's my last date with you",My Last Date (With You),The Best Of Skeeter Davis,1965,12,2:30,Track 'B5',Single,False
525,N/A,Bill Anderson,"Way down in Columbus, Georgia
Wanna be back in Tennessee
Way down in Columbus Stockade
Friends have turned their backs on me.

Oh, go on and leave me if you wish to
Never let me cross your mind
In your heart you love another
Leave me little darlin', I don't mind.

Last night as I lay sleeping
I dreamed I held you in my arms
When I woke I was mistaken
I was peeping through the bars.

Oh, go on and leave me if you wish to
Never let me cross your mind
In your heart you love another
Leave me little darlin', I don't mind.

Leave me little darlin', I don't mind.
Leave me little darlin', I don't mind...",Columbus Stockade Blues,Bill Anderson's Country Style,1968,10,2:11,Track 'A1',Single,False
526,N/A,Bill Anderson,"As long as I live if it be one hour or if it be one hundred years
I'll keep remembering forever and ever I'll love you dear as long as I live

It was easy said the night we parted that we'd forget we'd ever met
I haven't forgotten I wonder if you have or if your heart is full of regret
As long as I live...

I never thought the night we parted that life without you could be so bad
I know it sounds funny but I can't forget you the only happiness I've ever had
As long as I live...",As Long As I Live,Bill Anderson's Country Style,1968,10,2:22,Track 'A2',Single,False
527,N/A,Bill Anderson,,Ninety - Nine,Bill Anderson's Country Style,1968,10,2:28,Track 'A3',Single,False
528,N/A,Bill Anderson,"Railroad steamboat river and cannal yonder comes a sucker and he's got my girl
And she's gone gone gone and she's gone gone gone and I'll bid her my last farewell

I fell in love with a pretty little thing I thought that wedding bells would ring
She was as sweet as she could be till I found out what she did to me
Railroad steamboat...

Now I won't cry my life away some other sucker will have to pay
And when he finds that she is gone I bet I'll hear him sing this song
Railroad steamboat...", Yonder Comes A Sucker,Bill Anderson's Country Style,1968,10,2:27,Track 'A5',Single,False
529,N/A,Bill Anderson,"It takes a worried man to sing a worried song
It takes a worried man to sing a worried song
It takes a worried man to sing a worried song
I'm worried now but I won't be worried long.

This train I ride is twenty-one coaches long
Yeah this train I ride is twenty-one coaches long
This train I ride is twenty-one coaches long
The one I love she's on that train and gone.

It takes a worried man to sing a worried song
It takes a worried man to sing a worried song
It takes a worried man to sing a worried song
I'm worried now but I won't be worried long.

I went across the river to lay me down to sleep
I went across the river to lay me down to sleep
I went across the river gonna me down to sleep
I woke up and I had shackles on my feet.

It takes a worried man to sing a worried song
It takes a worried man to sing a worried song
It takes a worried man to sing a worried song
I'm worried now but I won't be worried long.

I asked the judge what's gonna be my fine
I asked the judge what's gonna be my fine
I said old judge what's gonna be my fine
Twenty-one days on the Rocky Island Line.

It takes a worried man to sing a worried song
It takes a worried man to sing a worried song
It takes a worried man to sing a worried song
I'm worried now but I won't be worried long...",It Takes A Worried Man,Bill Anderson's Country Style,1968,10,2:03,Track 'B1',Single,False
530,N/A,Bill Anderson,,The Thrill Of My Life,Bill Anderson's Country Style,1968,10,2:38,Track 'B2',Single,False
531,N/A,Bill Anderson,"In the twilight glow I see her blue eyes crying in the rain
As we kissed goodbye and parted I knew we'd never meet again
Love is like a dying ember only memories remain
Through the ages I'll remember blue eyes crying in the rain

Now my hair has turned to silver all my life I've loved in vain
I can see her star in heaven blue eyes crying in the rain
Some day when we meet up yonder we'll stroll hand in hand again
In a land that knows no parting and no blue eyes crying in the rain",Blue Eyes Crying In The Rain,Bill Anderson's Country Style,1968,10,2:25,Track 'B3',Single,False
532,N/A,Bill Anderson,"(It's not the end of everything)
Just because my love has gone
Don't think my life would still go on
Because she wanted to have her fling
It's not the end of everything
The world still turns the sun still shines
There's plenty of girls for hearts like mine
One never knows what tomorrow might bring
It's not the end of everything
Just look at the things I still possess
Like a heart that's filled with emptiness
A life of pure unhappiness
Two arms that hold just loneliness
My rooms overflow with blue blue songs
I think of the nights I can spend all alone
And all of the days I can just sit and dream
It's not the end of everything",It's Not The End Of Everything,Bill Anderson's Country Style,1968,10,2:37,Track 'B4',Single,False
533,N/A,Bill Anderson,"I have the invitation that you sent me
You wanted me to see you change your name
I couldn't stand to see you wed another
I hope that you'll be happy just the same.

Wedding bells are ringing in the chapel
That should be ringing now for you and me
And down the aisle with someone else you're walking
Those wedding bells will never ring for me.

I planned a little cottage in the valley
I even bought a little band of gold
I hope someday to place it on your finger
But now the future looks so dark and cold.

I fancy that I see a bunch of roses
A blossom from an orange tree in your hair
And as the organ plays I'll love you truly
Just let me pretend that I am there.

Wedding bells, they say, will ring in heaven
As the angel chorus sweetly sings
But as long as I am on this earth dear
Those wedding bells for me will never ring...",Wedding Bells,Bill Anderson's Country Style,1968,10,2:20,Track 'B5',Single,False
534,N/A,Clyde Beavers,,My Love Is Real,Here I Am Drunk Again / My Love Is Real,1960,2,2:35,Track 'B',Single,False
535,N/A,Johnny Cash,"The seasons come the seasons go we get a little sunshine rain and snow 
Just the way that it was planned to be 
But there's no seasons in my heart while you play the leading part 
Cause the flowers will bloom eternaly 
Your leaving will bring autumn sorrow and my tears like withered leaves will fall 
But spring could bring some glad tomorrow and darling we could be happy after all 

As it is in nature's plan no season get the upper hand 
How I try to keep this fact in mind 
The trees are bare the cold wind blows and by experience we should know 
Winter comes but the spring is close behind 
Your leaving will bring...",Seasons Of My Heart,Smiling Bill McCall / Seasons Of My Heart,1960,2,,Track 'B',Single,False
536,N/A,Margie Singleton,,Walking After Midnight,Five Queens Of Country Music,1968,10,2:33,Track 'A1',Single,False
537,N/A,Margie Singleton,,"Happy You, Lonely Me",Five Queens Of Country Music,1968,10,2:41,Track 'A2',Single,False
538,N/A,Margie Singleton,,Walking In The Dark,Five Queens Of Country Music,1968,10,2:13,Track 'A3',Single,False
539,N/A,Margie Singleton,,For The Love Of Jim,Five Queens Of Country Music,1968,10,1:55,Track 'A4',Single,False
540,N/A,Margie Singleton,,I Wish I Could Fall In Love Again,Five Queens Of Country Music,1968,10,2:16,Track 'A5',Single,False
541,N/A,Margie Singleton,,Angel On Paper,Five Queens Of Country Music,1968,10,2:34,Track 'B1',Single,False
542,N/A,Margie Singleton,,Stop The World (And Let Me Off),Five Queens Of Country Music,1968,10,2:25,Track 'B2',Single,False
543,N/A,Margie Singleton,,Closer Walk With Thee,Five Queens Of Country Music,1968,10,2:46,Track 'B3',Single,False
544,N/A,Margie Singleton,,Just ANother Fool (Along The Way),Five Queens Of Country Music,1968,10,2:22,Track 'B5',Single,False
545,N/A,Connie Francis,"Your eyes may thrill me with gladness
And tell me you're true, dear
Yet thoughts still fill me with sadness
And what can I do, dear

I wonder if you are free
I wonder if you are free

Do you belong just to me
I'm always jealous of you, dear
I'm not to be
I am jealous of you, darling
Why am I so jealous, darling
Sad are the fancies that throng
Through my heart everyday
Lest someone else come along
Who can steal you away
All your beauty I would own
I would have you mine alone
Fear that someday we may part
Still consumes me with pain
What would become of my heart
If I loved you in vain",Jealous Of You (Tango Della Gelosia),Everybody's Somebody's Fool,1960,2,,Track 'B',"7""",False
546,N/A,Johnny Cash,"I love you because you understand dear
Every little thing I try to do
You're always there to lend a helping hand dear
But most of all I love you 'cause you're you

No matter what may be the style or season
I know your love will always see me through
I love you for a hundred- thousand reasons
But most of all I love you 'cause you're you

I love you because my heart is lighter
Every time I'm walking by your side
I love you because the future's brighter
The glow to happiness you've opened wide

No matter what the world may say about me
I know your heart will always be true
I love you for the way you never doubt me
But most of all I love you 'cause you're you",I Love You Because,Straight A's In Love / I Love You Because,1959,2,2:02,Track 'B',Single,False
547,N/A,Lonnie Irving,,I Got Blues On My Mind,Pinball Machine / I Got Blues On My Mind,1960,2,,Track 'B',Single,False
548,N/A,Jan Howard,,Wishful Thinking,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'A1',Album,False
549,N/A,Jan Howard,,Above And Beyond The Call Of Love,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'A2',Album,False
550,N/A,Jan Howard,,Playboy,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'A3',Album,False
551,N/A,Jan Howard,,Big City,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'A4',Album,False
552,N/A,Jan Howard,,If You See My Baby,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'A5',Album,False
553,N/A,Jan Howard,,Another You,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'A6',Album,False
554,N/A,Jan Howard,"I wish I could fall in love again and feel the way I always used to do
I wish I could fall in love again then maybe I'd fall out of love with you
I know it's all over between us and you're happy with someone new
And I wish I could fall in love again then maybe I'd fall out of love with you
Oh I know it's all over...",I Wish I Could Fall In Love Again,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'B2',Album,False
555,N/A,Jan Howard,,Many Dreams Ago,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'B3',Album,False
556,N/A,Jan Howard,,I've Got My Pride,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'B4',Album,False
557,N/A,Jan Howard,,If Your Conscience Can't Stop You,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'B5',Album,False
558,N/A,Jan Howard,,Weeping Willow,Wishful Thinking / The One You Slip Around With,1968,12,,Track 'B6',Album,False
559,N/A,Stonewall Jackson,"Don't be angry with me darling if I fail to understand
All your little whims and wishes all the time
Just remember that I'm dumb I guess like any foolish man
And my head stays sort of foggy 'cause you're mine

Well, I recall the first time that I flirted with you dear
When I jokingly said come and be my bride
Now that time has turned the pages it's the sweetest joke on earth
That I have you here, forever by my side

Maybe someday you're gonna hurt me, I've been hurt in love before
Only God can know and time alone will tell
But in the mean time I'll keep loving you with all my heart and soul
And pray God to let it last if it's his will

So don't be angry with me darling if I fail to understand
All your little whims and wishes all the time
Just remember that I'm dumb I guess like any foolish man
And my head stays sort of foggy 'cause you're mine",Don't Be Angry,The Exciting Stonewall Jackson,1966,10,,Track 'A1',Single,False
560,N/A,Stonewall Jackson,"Oh, I've just return from a wedding
A wedding that never should be
Although she has married another
In her heart offered vows were to me

I could tell that her poor heart was breaking
As she promised to love and obey
When her eyes turned to me it was so plain to see
There were tears on her bridal bouquet

If I had it all to live over
If there was some way to atone
But I know it's too late to regret now
For another has made her his own

So I'll take all the blame it was my fault
Yes, the two hearts were broken today
Though she tried hard this time as she walk down the isle
There were tears on her bridal bouquet",Tears On Her Bridal Bouquet,The Exciting Stonewall Jackson,1966,10,,Track 'A2',Single,False
561,N/A,Stonewall Jackson,"I'm gonna find you, I'm gonna find you
I'm gonna find you if it's the last thing I do

I'm a goin' lookin' in the night time (I'm gonna find you)
Any time will be the right time (I'm gonna find you)
I'm a gonna lookin' in the mornin'
Baby, I'm givin' you a warnin'

'Cause I'm gonna find you, I'm gonna find you
I'm gonna find you if it's the last thing I do

I'm a gonna lookin' on the mountain top (I'm gonna find you)
I'm a gonna lookin' until I'll drop (I'm gonna find you)
If you think as free as big blue hound (It's gotta be me just a trackin' you down)

I'm gonna find you, I'm gonna find you
I'm gonna find you if it's the last thing I do

I'll keep a searchin' for your sweet face (I'm gonna find you)
Here on earth or in out of space (I'm gonna find you)
I'm so tired of livin' alone (I'll even meet you in the twilight zone)

I'm gonna find you, I'm gonna find you
I'm gonna find you if it's the last thing I do
If it's the last thing I do",I'm Gonna Find You,The Exciting Stonewall Jackson,1966,10,,Track 'A3',Single,False
562,N/A,Stonewall Jackson,"If you think I want to please you
If you're in my arms and squeeze you
Do anything but leave you
You're right I need you real bad

If you think my heart is yearning
For you to be returning
If you think the flame's still burning
Well, you're right I need you real bad

I've never thought I'd love someone
The way that I love you
But I'll admit this is if I'm really wantin' you
So baby let's on tarry I'm really in a hurry
For me and you to marry, you're right I need you so bad

If you think I want to please you
If you're in my arms and squeeze you
Do anything but leave you
You're right I need you real bad",(You're Right) I Need You Real Bad,The Exciting Stonewall Jackson,1966,10,,Track 'A4',Single,False
563,N/A,Stonewall Jackson,"One more kiss before you go
There'll be no harming that I know
And the kiss will help so much to heal the pain
I've tried so hard to make you see
Just how much you mean to me
But the more I try the less you dear for me

A broken heart, a wedding band
That never touched your love in hand
How can I ever face this world alone
Sure as sun's up in the sky
I don't care if I live or die
All I've gots a broken heart, a wedding band

I'm so glad that I've known you
I guess there's nothing I can do
I should have known I couldn't hold you from the start
God bless you and your lucky man
Give him all the love you can
Don't leave him with a broken heart, a wedding band

A broken heart, a wedding band
That never touched your love in hand
How will I ever face this world alone
Sure as sun's up in the sky
I don't care if I live or die
All I've gots a broken heart, a wedding band","A Broken Heart, A Wedding Band",The Exciting Stonewall Jackson,1966,10,,Track 'B1',Single,False
564,N/A,Stonewall Jackson,"In my heart the tears are falling
In my dreams I'm always calling
For your love but you keep stalling
Now there's grieving in my heart

Oh, I feel so forsaken
And this lonely heart keeps achin'
And I guess I'll go on waitin'
With this grieving in my heart

'Cause I know that I still love you
And I place no one above you
And I'm always thinkin' of you
But there's grieving in my heart

Why did you even take me
Then so suddenly forsake me
Now you act just like you hate me
Left grieving in my heart

Guess I can hardly met you
But I guess I'll have to take you
I need you leave and break you
With grieving in my heart

Oh, we could start all over
If you just come back tomorrow
There'll be no pain and sorrow
And grieving in my heart",Grieving In My Heart,The Exciting Stonewall Jackson,1966,10,,Track 'B2',Single,False
565,N/A,Stonewall Jackson,"As I gather up the pieces of my heart dear
I'm a wondering if I'll ever love again
Just because I lost my head and fell for you dear
I'm afraid your love would strike me down again

So don't take my kind of chances while you're searching
For the love that you believe is true
For that mis'ry known as heartache may be lurking
In his heart to lay by and torture you

Maybe someday you can find the love you've longed for
If you do then I'll be happy as can be
But I'm still wondering just what you led me on for
When you made me believe that it was me

Don't be breaking other hearts dear while you're searching
For the love that you believe is true
For that mis'ry known as heartache may be lurking
In his heart to lay by and torture you",Misery Known As Heartache,The Exciting Stonewall Jackson,1966,10,,Track 'B3',Single,False
566,N/A,Stonewall Jackson,"If you've really found another
And we can't go any further
If I try to hold you now would be a sin
Oh, it's not the way I planned it
I guess my old heart can stand it
When they ring those wedding bells for you and him

Oh, my world will fall around me
It was that way dear when you found me
So I guess you've got the right to love again
Dear if you would reconsider
You won't find me feeling bitter
When they ring those wedding bells for you and him

When they ring those wedding bells I'll be there smiling
Though I know I'll never love again
Oh, it's not the way I planned it
But I guess my heart can stand it
When they ring those wedding bells for you and him",Wedding Bells For You And Him,The Exciting Stonewall Jackson,1966,10,,Track 'B4',Single,False
567,N/A,Stonewall Jackson,"Knock off your naggin' and leave me be and let me go to bed
Is this the way you pay when I work all day come in with an achin' head
You should do me right and not fuss and fight and be of help instead
So knock off your naggin' and leave me be and let me go to bed

I work from sun till sun to get my little mon so you can have the things you want
Well, I come in at night to a fuss and a fight to appreciate you don't
Why don't you go now and leave me alone you're holler in your head
So knock off your naggin' and leave me be and let me go to bed

Ever night it's the same ol' thing you always nag at me
Why don't you go on and leave me alone why do you pick on me
Well, you nag and nag you're a silly ol' hag you holler in your head
So knock off your naggin' and leave me be and please let me go to bed",Knock Off Your Naggin',The Exciting Stonewall Jackson,1966,10,,Track 'B5',Single,False
568,N/A,Johnny Sea,,My Time To Cry,Nobody's Darling But Mine / My Time To Cry,1959,2,,Track 'B',Single,False
569,N/A,Elvis Presley,"Fame and fortune
How empty they can be
But when I hold you in my arms
That's heaven to me
Who cares for fame and fortune
They're only passing things
But the touch of your lips on mine
Makes me feel like a king

Your kind of love 
Is a treasure I hold
It's so much greater 
Than silver or gold
I know that I have nothing
If you should go away
But to know that you love me
Brings fame and fortune my way",Fame And Fortune,Stuck On You,1960,2,,Track 'B',Single,False
570,N/A,George Jones,"Eskimo pie
(George Jones)
"" © '57 Glad Music""

You can talk about your Frauleins and your pretty Geisha girls
And about the one you got in the USA
But I found myself a sweetheart in Alaska way up high
She's my Eskimo baby she's my Eskimo pie
She's my Eskimo baby she's my Eskimo pie
She lives south of the North pole and I know the reason why
She's my Eskimo baby and I'll love her till I die
She's my Eskimo baby she's my Eskimo pie
Crossing o'er the frozen river to a valley filled with snow
I lost all my directions and I knew not where to go
When a warm hand fell upon me and a voice said with a sigh
I would take you to my igloo Mister I won't let you die
Well she's my Eskimo baby...
And there came the day of parting and we had to say goodbye
As I crossed back o'er the river I could think I hear her cry
I know that someday I'll return I must before I die
'Cause she's my Eskimo baby she's my Eskimo pie
Well she's my Eskimo baby...",Eskimo Pie,George Jones,1965,12,2:30,Track 'A1',Single,False
571,N/A,George Jones,"Put the bottle on the table
Let it stay there 'til I'm not able
To see your face in every place that I go
I've been sitting here so long 
Just remembering that you are gone
Well, one more drink of wine
Then if you're still on my mind
One drink, just one more and then another

I'll keep drinking, it won't matter
I'll just remember that I once had her
I don't know why I sit and cry every day
I've been trying to forget, but I havent stopped it, yet
Well, one more drink of wine
Then if you're still on my mind
One drink, just one more and then another

Put the bottle on the table
Let it stay there 'til I'm not able
To see your face in every place that I go
I've been sitting here so long 
Just remembering that you are gone
Well, one more drink of wine
Then if you're still on my mind
One drink, just one more and then another",Just One More,George Jones,1965,12,2:36,Track 'A3',Single,False
572,N/A,George Jones,"Well, I have lived a lot
And done my part of running 'round
And never did I think
I'd let her sweet love get me down
But now, I see how wrong I was
Your part of ev'ry plan
Perhaps I'll pay, but come what may 
My hearts at your command.

Oh this,
Aching, breaking heart of mine
Is crazy over you
And I'm afraid to let you know
How I love you like I do
For if you knew how much I care,
I know what you would do
You'd drop me like the others
And go find somebody new.

--- Instrumental ---

Last night I saw you darlin'
In the arms of someone new
And I know that you don't love him
You just want to make me blue
I guess you think that hurting me
Will make me love you more
But someday, from you darlin'
This old heart will lock it's door.

Oh this,
Aching, breaking heart of mine
Is crazy over you
And I'm afraid to let you know
How I love you like I do
For if you knew how much I care,
I know what you would do
You'd drop me like the others
And go find somebody new...","Aching, Breaking Heart",George Jones,1965,12,2:40,Track 'A4',Single,False
573,N/A,George Jones,"Oh, lend me a hand, please Lord, and guide me
And help lead me down the road that is right
Oh, carry me through these hours of darkness
And show me the path of shining light

I'm a wandering soul, I'm lost from my Savior
A sheep that has strayed so far from the fold
Just tarrying along in the clutch of old Satan
But I'm hoping someday, You'll save my soul

Dear Lord, please forgive the grief I have caused You
The thought of my sins that tortures my soul
Oh, help me to know the joy of salvation
Help cleanse my life through and make me whole

I'm a wandering soul, lost from my Savior
A sheep that has strayed so far from the fold
Just a-tarrying along in the clutch of old Satan
But I'm hoping someday, You'll save my soul",Wandering Soul,George Jones,1965,12,2:41,Track 'A5',Single,False
574,N/A,George Jones,"Written by Roger Miller

Oh the ways of the world, and the wants of a woman
If I figured them all out 'twould take many years

I once had a sweetheart, the fairest of maidens
She outshined all others that I'd known by far
I had a friend, a big fella, named big Harlan Taylor
Harlan had a rubber-tired, new shiny car

Oh the ways of the world, and the wants of a woman
If I figured them all out 'twould take many years

By the wants of a woman she fell for big Harlan
I tried, but in vain, for to take my own life
Suddenly I had lost all my will to keep livin'
She lost her desire to become my young wife

Oh the ways of the world, and the wants of a woman
If I figured them all out 'twould take many years

I wanted revenge and waylaid for big Harlan
Then I started wondrin' what good would it do
If a rubber-tired, new shiny car's her ambition
Then she can just have it and big Harlan, too

Oh the ways of the world, and the wants of a woman
If I figured them all out 'twould take many years

If I figured them all out it would take many years...",Big Harlan Taylor,George Jones,1965,12,2:20,Track 'A6',Single,False
575,N/A,George Jones,"The seasons come, the seasons go
We get a little sunshine, rain and snow
Just the way that it was planned to be
But there's no seasons in my heart
While you play the leading part
'Cause the flowers will bloom eternally

Your leaving will bring autumn sorrow
And my tears like withered leaves will fall
But spring could bring some glad tomorrow
And darlin', we could be happy after all

As it is in nature's plan
No season gets the upper hand
Oh, how I'll try to keep this fact in mind
But see what bares the cold wet blow
And by experience we should know
That winter comes, but the spring is close behind

Your leavin' will bring autumn sorrow
And my tears like withered leaves will fall
But spring could come some glad tomorrow
And, darlin', we could be happy after all",Seasons Of My Heart,George Jones,1965,12,2:00,Track 'B1',Single,False
576,N/A,George Jones,"The jukebox is playing 
A honky tonk song
One more I keep saying 
And then I'll go home

What good would it do me
I know what I'll find
An empty bottle of broken hearts
And you're still on my mind

The people are laughing
And having their fun
While I sit here crying 
Over what you have done

My pockets are empty
My last drink of wine
An empty bottle of broken hearts
And you're still on my mind

Alone and forsaken
So blue I could die
I just sit here drinking
'Til the bottle runs dry

To try and forget you
I turn to the wine
An empty bottle of broken hearts
And you're still on my mind",You're Still On My Mind,George Jones,1965,12,2:56,Track 'B2',Single,False
577,N/A,George Jones,"Well, you've got my heart a-feelin' used and jumpy
The road of love is gettin' mighty, mighty bumpy
Tell me, pretty mama, have I filled your heart with hate?

Well, if someone new you're affiliated
And it's makin' me feel like I'm outdated
If I don't love you, grits ain't groceries
And that's another poor man's place

Well, let me know honey, tell me what's a-matter
Let me know what's on your mind
If I don't love you, ain't a cow in Texas
They raisin' 'em there all the time

Well, I don't want to soumd like I'm demandin'
I just wanta get a little understanding
If I don't love you, grits ain't groceries
And that's another poor man's place

Well, won't you tell me something, baby?
Tell me what's a-matter
Let me know what's on your mind
If I don't love you, ain't a cow in Texas
Yeah, there all the time

Well, I don't want to sound like I'm demandin'
I just wanta get a little understanding
If I don't love you, grits ain't groceries
And that's another poor man's place",If I Don't Love You (Grits Ain't Groceries),George Jones,1965,12,2:34,Track 'B3',Single,False
